course_code,title,description,source
ENGN 1342, Groundwater Flow and Transport,"Students in this course will develop a fundamental understanding of groundwater flow and transport processes. They will derive and apply mathematical models used in aquifer evaluation, aquifer testing, regional flow assessment, and solute transport predictions. Students will be introduced to state-of-the-art groundwater flow and transport simulators. A major portion of the course will be devoted to a team project in which students will use available geologic, hydrologic, and geochemical data from a selected site to develop, implement, and apply an aquifer model to address a real-world subsurface contamination problem.FallENGN1342S0117316TTh9:00-10:20(05)(L. Abriola)",Bulletin
ENGN 1350, Art Fluid Engineering,"Art can be defined in many different ways, but I like this one: Art is the action to produce objects with no practical use, whose only purpose is to be beautiful or stimulate the intellect in some way. Engineering is a discipline that uses science to produce devices or processes that are intrinsically useful. We will combine these two contrasting views to create objects that have aesthetic value and can be useful. This course aims to use fluid flows to create art. Students will participate in discussions in which a ‘fluid’ idea will be presented. A contrasting scientific/engineering and artistic analysis will be conducted in each of these lectures. The students will then identify a flow problem to create a piece of art: dynamic sculptures, paintings, videos, or installations. The art pieces will be presented at the end of semester.",Bulletin
ENGN 1360, Soil Mechanics and Principles of Foundation Engineering,"Classification and identification of geological materials; mechanical and physical properties and methods of testing. Elements of the analysis of stress and strain in rock and soil masses; theories of failure, theory of seepage. Problems of building foundations; consolidation and settlement; stability of earth slopes and embankments. Includes geotechnical laboratory. Prerequisite:ENGN 0310.",Bulletin
ENGN 1370, Advanced Engineering Mechanics,"A unified study of the dynamics of particles, rigid bodies, and deformable continua. Generalized coordinates and Lagrange's equations; variational principles; stability of equilibrium; vibrations of discrete systems and of elastic continua, and wave propagation.SprENGN1370S0126214W3:00-5:30(10)(K. Kim)",Bulletin
ENGN 1380, Design of Civil Engineering Structures,"This course provides an introduction to the design of steel and reinforced concrete structures using ultimate strength methods. Lectures will cover key concepts of design theory, building codes, and standards using examples from real structures. Students will apply concepts through computer labs, homework problems, and a design project. Lectures plus lab. Prerequisite:ENGN 1300.",Bulletin
ENGN 1400, Analytical Methods in Biomaterials,"Analytical methods and instrumentation currently used to characterize biomaterials. Specific methods/instrumentation covered include: molecular scale analysis (NMR, FTIR, UV-Vis spectroscopy); surface anaylsis (AFM, SEM, XPS, contact angle goniometry, ellipsometry, quartz crystal microbalance, electrochemistry, grazing angle IR); bulk analysis (DSC, mechanical testing) and biological analyis (bioassays, flourescence and confocal microscopy). Prerequisites:CHEM 0330,CHEM 0350,ENGN 0040andBIOL 0200. Enrollment limited to 40.",Bulletin
ENGN 1410, Physical Chemistry of Solids,"Application of physical chemistry and solid state chemistry to the structure and properties of engineering solids as used in solid state devices, ceramics, and metallurgy. Equilibrium and free energy of heterogeneous systems, thermodynamics of solutions, chemical kinetics, diffusion, catalysis and corrosion, solid state transformations. Case studies taken from industrial practice. Prerequisites:ENGN 0410,0720.FallENGN1410S0110286Th4:00-6:30(04)(A. Van De Walle)",Bulletin
ENGN 1420, Kinetics Processes in Materials Science and Engineering,"This course introduces the basic principles and formulations that describe kinetic processes in materials science and engineering. These are divided into the following principle types of mechanisms: solid state diffusion, reactions at surfaces and interfaces, and phase transformations. The final section of the course applies these principles to several relevant materials processing systems. Prerequisites:ENGN 0410,0720,1410or equivalent.SprENGN1420S0120264TTh10:30-11:50(09)(B. Sheldon)",Bulletin
ENGN 1440, Mechanical Properties of Materials,"Begins with basic concepts of mechanical properties common to all materials, with some emphasis on dislocation theory. Particular attention is given to the relationship between mechanical properties and microstructures. The different types of mechanical tests that are used in each of these fields are analyzed. Lectures plus laboratories. Prerequisite:ENGN 0410.",Bulletin
ENGN 1450, Properties and Processing of Electronic Materials,"Focus on fundamental properties, processing, and characterization of electronic materials for microelectronic, large area, and thin film device applications. Processing Si into modern integrated circuits, e.g., VLSI, USLI, will be described in terms of materials science of unit processes (oxidation, lithography, diffusion, ion implantation, thin film deposition) used in device fabrication. Review relationship between properties of different materials classes (metals, semiconductors, insulators) and band structure. Concepts used to explain the operation of a p-n junction and simple MOS structures. Laboratory will focus on depositing materials via vapor phase synthesis methods and measuring fundamental electronic properties of materials using transport measurements.",Bulletin
